episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,5.982870771438017,1.640089690035881,164.12611082407477,-30.0,0.851460732317165,[-30.0, 0.851460732317165],0.0,False,True,0.3094377982977987,0,45.297381734332326,27.219,prepare,0.0
0,2.0,5.983272224042266,1.63998878958244,164.11921122262183,-7.306527663051842,1.0,[-7.306527663051842, 1.0],0.0,False,True,0.3085244080620327,0,45.297381734332326,27.267,in_progress,0.0
0,3.0,5.975344882771302,1.6420307322875431,164.132572226046,-30.0,0.6781636422273256,[-30.0, 0.6781636422273256],0.0,False,True,0.3265906885257659,0,45.297381734332326,27.334,in_progress,0.0
0,4.0,5.957137262054727,1.6501792036072236,163.3897573685041,30.0,0.8298385899086902,[30.0, 0.8298385899086902],0.0,False,True,0.37017401218870966,1,45.297381734332326,27.39,in_progress,0.0
0,5.0,5.929182888093065,1.6610234561338248,162.76084348815638,-30.0,0.8762227725068527,[-30.0, 0.8762227725068527],0.0,False,True,0.4360818552043022,1,45.297381734332326,27.468,in_progress,0.0
0,6.0,5.886523792323654,1.6779758795931878,161.8734470553921,-23.691792192322687,0.5099843064685727,[-23.691792192322687, 0.5099843064685727],0.0,False,True,0.5369027710192326,1,45.297381734332326,27.544,in_progress,0.0
0,7.0,5.84904346189328,1.6952523141134637,160.72517793846166,21.19948272359145,0.9576147728298597,[21.19948272359145, 0.9576147728298597],0.0,False,True,0.6269225466134579,1,45.297381734332326,27.591,in_progress,0.0
0,8.0,5.8106680282129695,1.7137959828560816,159.5336002832872,28.632544256010263,0.9553656913867892,[28.632544256010263, 0.9553656913867892],0.0,False,True,0.7195782208967119,1,45.297381734332326,27.662,in_progress,0.0
0,9.0,5.7507572451387166,1.733431787768184,160.12144641939074,-30.0,0.9988769419950605,[-30.0, 0.9988769419950605],0.0,False,True,0.8586492683915216,1,45.297381734332326,27.738,in_progress,0.0
0,10.0,5.689959195387622,1.7485733414632127,161.56174838254188,25.515068015425832,1.0,[25.515068015425832, 1.0],0.0,False,True,0.9968962382815407,1,45.297381734332326,27.83,in_progress,0.0
0,11.0,5.613905642571699,1.7694519026240016,162.497051197247,-4.288553199541276,0.6489791436999377,[-4.288553199541276, 0.6489791436999377],0.0,False,True,1.1709999975017236,2,45.297381734332326,27.877,in_progress,0.0
0,12.0,5.561770059676159,1.781577583685669,163.47532546974972,-7.165569781677728,1.0,[-7.165569781677728, 1.0],0.0,False,True,1.2890322487526273,2,45.297381734332326,27.944,in_progress,0.0
0,13.0,5.498433716146804,1.7964737424313046,164.3289815373271,4.1826903432449996,0.9026324405432625,[4.1826903432449996, 0.9026324405432625],0.0,False,True,1.4325880310430184,2,45.297381734332326,27.999,in_progress,0.0
0,14.0,5.435285655600034,1.8096386355594318,165.29670913927993,-30.0,0.7660313390159638,[-30.0, 0.7660313390159638],0.0,False,True,1.5746178156203192,2,45.297381734332326,28.088,in_progress,0.0
0,15.0,5.367848863688241,1.8254772695601547,165.6684877369733,30.0,0.735899587259374,[30.0, 0.735899587259374],0.0,False,True,1.7273723588340721,3,45.297381734332326,28.142,in_progress,0.0
0,16.0,5.324296884823001,1.8371096059244143,165.55512428048675,-0.767861168230052,0.662313806407367,[-0.767861168230052, 0.662313806407367],0.0,False,True,1.8268748862639141,3,45.297381734332326,28.204,in_progress,0.0
0,17.0,5.273539239462354,1.8474172080790028,166.19650158122914,-13.177160582848192,0.7734330506488998,[-13.177160582848192, 0.7734330506488998],0.0,False,True,1.9408705100093417,3,45.297381734332326,28.269,in_progress,0.0
0,18.0,5.216521080535546,1.8608290370376532,166.26931435230142,-20.014149659600747,0.5120688988113751,[-20.014149659600747, 0.5120688988113751],12.0,False,True,2.070045143036058,3,45.297381734332326,28.334,in_progress,0.0
0,19.0,5.172667780459938,1.8778689816868892,164.8614697580364,-21.01539686322484,0.8277819161850105,[-21.01539686322484, 0.8277819161850105],0.0,False,True,2.173478397827122,3,45.297381734332326,28.424,in_progress,0.0
0,20.0,5.122255005360125,1.9014982544052175,162.64228014957672,30.0,0.7168115314781,[30.0, 0.7168115314781],0.0,False,True,2.2948440757738324,3,45.297381734332326,28.469,in_progress,0.0
0,21.0,5.082277396723081,1.920714046425989,161.16343424821486,-7.971295465245952,0.6517594607189514,[-7.971295465245952, 0.6517594607189514],0.0,False,True,2.391378666613543,4,45.297381734332326,28.536,in_progress,0.0
0,22.0,5.039257001121211,1.9388959340680343,160.37632912379007,12.368146737788997,0.7203202902422429,[12.368146737788997, 0.7203202902422429],0.0,False,True,2.4937401128570387,4,45.297381734332326,28.612,in_progress,0.0
0,23.0,4.988083191174841,1.9615370948483555,159.45189201662797,9.24418724162998,0.8824132306858078,[9.24418724162998, 0.8824132306858078],0.0,False,True,2.616118795824338,4,45.297381734332326,28.691,in_progress,0.0
0,24.0,4.934485035544683,1.9880629811882704,158.02910917434693,30.0,0.738373513819128,[30.0, 0.738373513819128],0.0,False,True,2.745980030752796,4,45.297381734332326,28.738,in_progress,0.0
0,25.0,4.899375720106815,2.0030224466790836,157.79940308839693,-21.32949001826049,0.5,[-21.32949001826049, 0.5],0.0,False,True,2.829589034433127,4,45.297381734332326,28.796,in_progress,0.0
0,26.0,4.8467494647461224,2.0248448514371242,157.71165154215052,1.8467004506393678,0.8433379452835209,[1.8467004506393678, 0.8433379452835209],0.0,False,True,2.954547158953482,4,45.297381734332326,28.881,in_progress,0.0
