episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
20,1.0,-4.296197414076635,-2.209211185345699,-14.432202544245216,-17.606476189789937,0.8346864601623435,[-17.606476189789937, 0.8346864601623435],0.0,False,True,0.34868348295451235,0,40.20425202998344,119.656,prepare,0.0
20,2.0,-4.2964230129734,-2.2088446235312835,-14.355709969362767,-30.0,0.7658061796369802,[-30.0, 0.7658061796369802],0.0,False,True,0.3479133740596294,0,40.20425202998344,119.691,in_progress,0.0
20,3.0,-4.295572995553122,-2.2091482816248464,-14.382455398169173,-30.0,0.5,[-30.0, 0.5],0.022939077615858863,False,True,0.35014899338049693,0,40.20425202998344,119.74,in_progress,0.0
20,4.0,-4.284030376309355,-2.2124998361632273,-14.543288151374082,6.246007744858886,0.5,[6.246007744858886, 0.5],0.4215016481259607,False,True,0.3800299498459746,1,40.20425202998344,119.832,in_progress,0.0
20,5.0,-4.263307609352762,-2.219303060311819,-14.900977944288654,30.0,0.8279978660733306,[30.0, 0.8279978660733306],1.009516959507964,False,True,0.43416191499813683,1,40.20425202998344,119.869,in_progress,0.0
20,6.0,-4.230122401380717,-2.2302716948682595,-15.490969967043853,21.45140011853031,0.6134535032530333,[21.45140011853031, 0.6134535032530333],2.354182874811866,False,True,0.5208939984395634,1,40.20425202998344,119.995,in_progress,0.0
20,7.0,-4.162815680001823,-2.2466426107675153,-14.962727043975907,-15.828215792754657,0.917623827546974,[-15.828215792754657, 0.917623827546974],12.520725941666628,False,True,0.693173286628269,1,40.20425202998344,120.047,in_progress,0.0
20,8.0,-4.137516708531842,-2.25105372160809,-14.37539041377529,7.290619378799896,0.5,[7.290619378799896, 0.5],1.325431215685554,False,True,0.7568494068042814,1,40.20425202998344,120.056,in_progress,0.0
20,9.0,-4.119340559085328,-2.254292130388275,-14.040212241837638,-30.0,0.5829079170354363,[-30.0, 0.5829079170354363],0.7758998899481614,False,True,0.8026452786266189,1,40.20425202998344,120.148,in_progress,0.0
20,10.0,-4.064811163781066,-2.2654466523821304,-13.514446873136121,-26.447167106063258,0.6504345272937575,[-26.447167106063258, 0.6504345272937575],6.794099190633459,False,True,0.9409219020492207,1,40.20425202998344,120.257,in_progress,0.0
20,11.0,-3.9779665062449063,-2.2927708513937355,-14.79503219023065,-24.31412899411643,1.0,[-24.31412899411643, 1.0],30.540809264385913,False,True,1.1670334583524027,2,40.20425202998344,120.314,in_progress,0.0
20,12.0,-3.9623901280182086,-2.2985696531858113,-15.205356938563014,13.000208930989231,0.6823403282272511,[13.000208930989231, 0.6823403282272511],0.6598910589987157,False,True,1.2081418371718535,2,40.20425202998344,120.314,in_progress,0.0
20,13.0,-3.931658123885387,-2.310203958899114,-15.961581424850394,-25.989537654458996,0.9529189863666329,[-25.989537654458996, 0.9529189863666329],2.069280234711334,False,True,1.2893672807366177,2,40.20425202998344,120.43,in_progress,0.0
20,14.0,-3.8757412734044814,-2.333882464350572,-17.69036945233592,-15.469052146857866,0.827033496939692,[-15.469052146857866, 0.827033496939692],8.333815302802641,False,True,1.4387031993979484,2,40.20425202998344,120.542,in_progress,0.0
20,15.0,-3.7935588553218436,-2.372177758438579,-20.112488805120204,20.924912508146846,0.8345401981527258,[20.924912508146846, 0.8345401981527258],28.39622496038211,False,True,1.6602587816433017,2,40.20425202998344,120.559,in_progress,0.0
20,16.0,-3.7571650439717863,-2.390160621278895,-21.184150405325514,10.140591365047001,0.8791433152017296,[10.140591365047001, 0.8791433152017296],3.0788143009488245,False,True,1.759019038511418,2,40.20425202998344,120.612,in_progress,0.0
20,17.0,-3.7423404040642714,-2.3973517871043786,-21.539466854136773,20.681455644649233,0.8025394311431634,[20.681455644649233, 0.8025394311431634],0.6373587700019377,False,True,1.7991657772863934,2,40.20425202998344,120.703,in_progress,0.0
20,18.0,-3.663263811713716,-2.4281883910860804,-21.437224881679022,20.688199812349986,0.7590705543532026,[20.688199812349986, 0.7590705543532026],23.38327920004351,False,True,2.008697078379772,3,40.20425202998344,120.745,in_progress,0.0
20,19.0,-3.623673186928994,-2.44118602506801,-20.83506977003093,19.662282484644017,0.9283053850250143,[19.662282484644017, 0.9283053850250143],3.4007633585094736,False,True,2.1121031516214384,3,40.20425202998344,120.844,in_progress,0.0
20,20.0,-3.5449753054343427,-2.4670349199813555,-20.00927568866264,8.323091280739284,0.9955373522464668,[8.323091280739284, 0.9955373522464668],21.856594032908706,False,True,2.317500628068443,3,40.20425202998344,120.878,in_progress,0.0
