episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
440,1.0,-7.164711164488471,0.8619137476021363,-94.9998298172857,15.918761440286723,0.7719166101703742,[15.918761440286723, 0.7719166101703742],0.0,False,True,0.3239665177344473,0,43.31233099315103,9921.361,prepare,0.0
440,2.0,-7.164266465267446,0.8625296895352839,-94.90755063077061,3.150995565541791,1.0,[3.150995565541791, 1.0],3.7096017553068057,False,True,0.32246108410176083,0,43.31233099315103,9921.445,in_progress,0.0
440,3.0,-7.164149701778182,0.8518204853033057,-94.641460570723,8.001045699102917,1.0,[8.001045699102917, 1.0],3.7138686804066117,False,True,0.3470710006959368,0,43.31233099315103,9921.502,in_progress,0.0
440,4.0,-7.168208212939886,0.8284366991564396,-95.23907879600448,4.659668319595347,1.0,[4.659668319595347, 1.0],4.715262618734385,False,True,0.4016671917971126,1,43.31233099315103,9921.566,in_progress,0.0
440,5.0,-7.172906840755859,0.7911677477269785,-95.57386643779344,-4.334648219767217,1.0,[-4.334648219767217, 1.0],4.03652199335656,False,True,0.48832949411971177,1,43.31233099315103,9921.632,in_progress,0.0
440,6.0,-7.181352299646006,0.7453512018683515,-96.56634128267157,-30.0,0.536467203423595,[-30.0, 0.536467203423595],2.955441830312533,False,True,0.5953998096442346,1,43.31233099315103,9921.705,in_progress,0.0
440,7.0,-7.193269333387801,0.7011801827712942,-98.14445736834442,-30.0,0.7561528564585059,[-30.0, 0.7561528564585059],3.4866241476823636,False,True,0.6979625479320583,1,43.31233099315103,9921.785,in_progress,0.0
440,8.0,-7.209281522546518,0.6567007038860532,-100.36307084035248,-14.398402847644935,0.6022832813420158,[-14.398402847644935, 0.6022832813420158],3.1184903950479477,False,True,0.8022137531496184,1,43.31233099315103,9921.845,in_progress,0.0
440,9.0,-7.2249626932307045,0.6126412579741844,-102.109426269253,-19.676623144475926,0.6852613701768986,[-19.676623144475926, 0.6852613701768986],3.307569628231728,False,True,0.9054618412426958,1,43.31233099315103,9921.906,in_progress,0.0
440,10.0,-7.247341825217089,0.5661836538594741,-104.83005642712828,-27.72859907338931,0.5,[-27.72859907338931, 0.5],2.7804428991109864,False,True,1.0149356525828626,1,43.31233099315103,9921.988,in_progress,0.0
