episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
60,1.0,5.982836671974904,1.6400762635163528,164.11979978530943,-30.0,0.5,[-30.0, 0.5],0.0,False,True,0.30950209872717327,0,45.297381734332326,443.161,prepare,0.0
60,2.0,5.982899056864716,1.640069720198795,164.1291805577777,-30.0,0.7554793749758338,[-30.0, 0.7554793749758338],0.0,False,True,0.30936567691111355,0,45.297381734332326,443.189,in_progress,0.0
60,3.0,5.970120514025905,1.6452059451444048,163.74389371135882,-30.0,1.0,[-30.0, 1.0],0.0,False,True,0.33960170521759286,1,45.297381734332326,443.265,in_progress,0.0
60,4.0,5.94818168313632,1.6568977755891219,162.4246713653425,12.146236231104389,0.8654242316597094,[12.146236231104389, 0.8654242316597094],0.0,False,True,0.3932477216422965,1,45.297381734332326,443.33,in_progress,0.0
60,5.0,5.9207922233645744,1.6697527949248248,161.37352025970372,-30.0,0.5920683186059392,[-30.0, 0.5920683186059392],0.0,False,True,0.45917022435466315,1,45.297381734332326,443.421,in_progress,0.0
60,6.0,5.854189249917775,1.7044464513549016,158.80465031953077,-30.0,0.9022451086732035,[-30.0, 0.9022451086732035],0.0,False,True,0.6215477436505491,1,45.297381734332326,443.476,in_progress,0.0
60,7.0,5.842121167287837,1.7122352476884357,158.07826364204212,0.5329857612286446,0.5475712396956227,[0.5329857612286446, 0.5475712396956227],0.0,False,True,0.6518769333490233,1,45.297381734332326,443.552,in_progress,0.0
60,8.0,5.796359462089133,1.7435151197980805,155.297793070016,30.0,0.7490316739294022,[30.0, 0.7490316739294022],0.0,False,True,0.7678766469404938,1,45.297381734332326,443.6,in_progress,0.0
60,9.0,5.769867019796866,1.7615951165550632,154.01496987920407,17.41519569113653,0.8311036631068616,[17.41519569113653, 0.8311036631068616],0.0,False,True,0.835036727052036,1,45.297381734332326,443.683,in_progress,0.0
60,10.0,5.697784551443373,1.8041059637548742,152.5472863207303,-29.94045226545297,0.6665288569557402,[-29.94045226545297, 0.6665288569557402],0.0,False,True,1.013743361228167,2,45.297381734332326,443.733,in_progress,0.0
60,11.0,5.6821040299517005,1.8133087565536736,152.3127552394846,11.968167208482441,0.8273812252533592,[11.968167208482441, 0.8273812252533592],0.0,False,True,1.0525914388660753,2,45.297381734332326,443.78,in_progress,0.0
60,12.0,5.615739140285418,1.8520567548398148,151.5256849919361,10.493068976759702,0.5,[10.493068976759702, 0.5],0.0,False,True,1.216887501279515,2,45.297381734332326,443.872,in_progress,0.0
60,13.0,5.598780965483103,1.8618240679895597,151.45340681352414,16.499741839178483,0.8364124813374219,[16.499741839178483, 0.8364124813374219],0.0,False,True,1.2587892454372063,2,45.297381734332326,443.943,in_progress,0.0
60,14.0,5.509049044153525,1.9062122008366718,152.37074641834533,30.0,0.9101942668685328,[30.0, 0.9101942668685328],0.0,False,True,1.4765723724156168,2,45.297381734332326,443.997,in_progress,0.0
60,15.0,5.498675948151336,1.9104879130789219,152.63788804509306,17.42844357005974,1.0,[17.42844357005974, 1.0],0.0,False,True,1.5011839777608404,2,45.297381734332326,444.111,in_progress,0.0
60,16.0,5.372592404050679,1.9539872625310863,156.46001591978316,30.0,0.5239010551469593,[30.0, 0.5239010551469593],0.0,False,True,1.795199692005813,3,45.297381734332326,444.159,in_progress,0.0
60,17.0,5.312436088563865,1.9668993158151973,159.2425345020672,25.934912631464073,0.7657574525820587,[25.934912631464073, 0.7657574525820587],0.0,False,True,1.9307253815768175,3,45.297381734332326,444.228,in_progress,0.0
60,18.0,5.273515036366789,1.971692463979884,161.46017769337857,-16.76077876322185,0.8179616342382856,[-16.76077876322185, 0.8179616342382856],12.0,False,True,2.016635028623317,3,45.297381734332326,444.283,in_progress,0.0
60,19.0,5.206203413114709,1.9804793555547648,164.33960339569498,-30.0,1.0,[-30.0, 1.0],0.0,False,True,2.164818464011614,3,45.297381734332326,444.336,in_progress,0.0
60,20.0,5.155701367865121,1.9932459948555175,164.61326296439464,-1.2832493507158702,1.0,[-1.2832493507158702, 1.0],0.0,False,True,2.279757062319458,3,45.297381734332326,444.445,in_progress,0.0
60,21.0,5.041106817060629,2.0218215126131605,165.2387257402614,3.9670309539746356,1.0,[3.9670309539746356, 1.0],0.0,False,True,2.5403254599647735,4,45.297381734332326,444.52,in_progress,0.0
60,22.0,5.0278464733365755,2.024565530182222,165.41047583156325,25.838290019762518,0.64957676695956,[25.838290019762518, 0.64957676695956],0.0,False,True,2.570134524313234,4,45.297381734332326,444.56,in_progress,0.0
60,23.0,4.9319203332411305,2.0343307761780043,168.5591331870415,30.0,0.5956645855996825,[30.0, 0.5956645855996825],0.0,False,True,2.779578130204033,4,45.297381734332326,444.635,in_progress,0.0
60,24.0,4.912437736990224,2.034917625006635,169.3662670658144,-30.0,0.9839628653228464,[-30.0, 0.9839628653228464],0.0,False,True,2.821279365315712,4,45.297381734332326,444.687,in_progress,0.0
60,25.0,4.856767763759152,2.0365874931637045,171.31184316546785,-26.69051167883484,0.9878286678014999,[-26.69051167883484, 0.9878286678014999],0.0,False,True,2.940433073207071,4,45.297381734332326,444.727,in_progress,0.0
60,26.0,4.773988287539263,2.0388235040574014,173.54209233869702,-30.0,0.9016987011690566,[-30.0, 0.9016987011690566],0.0,False,True,3.117460513812781,5,45.297381734332326,444.838,in_progress,0.0
60,27.0,4.655744498128653,2.054418475316392,173.0540346596821,-22.66195229056148,0.8532042951149261,[-22.66195229056148, 0.8532042951149261],0.0,False,True,3.377942685305937,5,45.297381734332326,444.919,in_progress,0.0
60,28.0,4.618701326863695,2.0623310169434643,172.25002524630878,30.0,0.6397515821505961,[30.0, 0.6397515821505961],0.0,False,True,3.4613621090103077,5,45.297381734332326,444.959,in_progress,0.0
60,29.0,4.603609966760031,2.065556383866943,171.9533082283193,-30.0,0.5,[-30.0, 0.5],0.0,False,True,3.4953482203003343,5,45.297381734332326,445.007,in_progress,0.0
60,30.0,4.5213541936382455,2.0839363404839646,170.48090731369072,29.372179873720867,0.5355819732696485,[29.372179873720867, 0.5355819732696485],0.0,False,True,3.6810785777921873,6,45.297381734332326,445.073,in_progress,0.0
60,31.0,4.5080332269144945,2.0882084927170355,169.99066999341986,30.0,1.0,[30.0, 1.0],0.0,False,True,3.71194765885817,6,45.297381734332326,445.163,in_progress,0.0
60,32.0,4.405392116043429,2.116683414896133,167.86820443277608,-28.17265469644857,0.5607846852854718,[-28.17265469644857, 0.5607846852854718],0.0,False,True,3.947088953186854,6,45.297381734332326,445.208,in_progress,0.0
60,33.0,4.356584937670978,2.129064438679004,167.46565512031637,-20.950414864190176,0.8444605175476867,[-20.950414864190176, 0.8444605175476867],14.25,False,True,4.058274984636578,6,45.297381734332326,445.259,in_progress,0.0
60,34.0,4.2820496678102895,2.1475957355925948,166.99435492336715,-19.090310789623665,0.9978024338423981,[-19.090310789623665, 0.9978024338423981],0.0,False,True,4.227708061238122,6,45.297381734332326,445.339,in_progress,0.0
60,35.0,4.265973964489862,2.1518942302593835,166.86642854188645,-14.74880665798021,1.0,[-14.74880665798021, 1.0],0.0,False,True,4.264436417177688,6,45.297381734332326,445.397,in_progress,0.0
60,36.0,4.16476820287966,2.181058346908598,165.73106311178492,29.828178884851063,0.9588292274234043,[29.828178884851063, 0.9588292274234043],0.0,False,True,4.49695307583098,7,45.297381734332326,445.469,in_progress,0.0
60,37.0,4.133607050169464,2.190275461867454,165.38984211572134,-14.408107222536767,0.6709283861197595,[-14.408107222536767, 0.6709283861197595],0.0,False,True,4.568690510190831,7,45.297381734332326,445.527,in_progress,0.0
